time,rate
1429006800,24.1863
1429007100,24.9968
1429007400,25.0399
1429007700,24.8168
1429008000,25.5501
1429008300,26.3729
1429008600,27.2638
1429008900,26.3866
1429009200,27.6634
1429009500,27.4664
1429009800,27.5835
1429010100,28.9501
1429010400,28.8967
1429010700,27.8263
1429011000,28.8337
1429011300,29.9428
1429011600,31.1501
1429011900,30.8330
1429012200,29.9006
1429012500,29.7768
1429012800,31.2000
1429013100,32.3726
1429013400,32.2070
1429013700,32.0365
1429014000,31.6367
1429014300,31.6500
1429014600,33.1566
1429014900,32.6771
1429015200,33.8770
1429015500,33.2600
1429015800,34.5300
1429016100,34.7328
1429016400,33.3668
1429016700,36.6000
1429017000,36.8264
1429017300,37.5165
1429017600,38.4176
1429017900,37.3191
1429018200,36.9609
1429018500,38.5924
1429018800,38.9337
1429019100,37.9139
1429019400,36.0432
1429019700,35.6435
1429020000,37.7732
1429020300,36.3167
1429020600,37.5868
1429020900,37.8373
1429021200,36.3828
1429021500,38.1773
1429021800,29.8559
1429022100,3.4100
1429022400,2.7067
1429022700,17.0202
1429023000,4.4566
1429023300,15.9334
1429023600,3.3533
1429023900,16.4932
1429024200,31.8066
1429024500,35.0002
1429024800,34.3334
1429025100,38.5964
1429025400,38.5500
1429025700,39.7605
1429026000,41.4328
1429026300,41.3531
1429026600,38.7236
1429026900,39.8831
1429027200,40.3871
1429027500,40.9764
1429027800,41.4232
1429028100,40.3805
1429028400,39.6129
1429028700,38.8304
1429029000,39.1329
1429029300,39.6603
1429029600,38.7397
1429029900,39.8303
1429030200,39.2605
1429030500,37.8326
1429030800,39.1108
1429031100,40.3361
1429031400,40.5432
1429031700,39.7497
1429032000,39.4077
1429032300,37.4159
1429032600,39.1631
1429032900,40.5237
1429033200,39.6597
1429033500,40.7201
1429033800,39.8432
1429034100,39.6069
1429034400,38.3629
1429034700,39.6772
1429035000,41.2328
1429035300,39.6535
1429035600,39.4940
1429035900,38.3731
1429036200,41.7932
1429036500,43.2665
1429036800,43.3799
1429037100,45.1435
1429037400,47.6633
1429037700,47.4835
1429038000,63.2898
1429038300,58.9835
1429038600,54.3130
1429038900,53.5644
1429039200,53.7993
1429039500,54.1532
1429039800,53.0496
1429040100,48.9640
1429040400,46.8202
1429040700,46.0571
1429041000,48.5400
1429041300,47.4191
1429041600,50.4843
1429041900,47.0759
1429042200,46.9835
1429042500,43.0596
1429042800,43.1935
1429043100,40.9565
1429043400,45.5168
1429043700,44.4076
1429044000,40.4825
1429044300,40.4035
1429044600,39.9207
1429044900,39.1324
1429045200,39.3605
1429045500,40.1064
1429045800,40.4568
1429046100,38.2264
1429046400,38.4974
1429046700,37.6859
1429047000,38.6268
1429047300,39.0531
1429047600,40.3840
1429047900,40.4357
1429048200,36.7669
1429048500,36.8070
1429048800,37.1063
1429049100,33.0799
1429049400,33.4868
1429049700,33.0902
1429050000,34.2001
1429050300,33.0961
1429050600,35.7471
1429050900,35.0832
1429051200,34.9032
1429051500,35.7335
1429051800,34.0299
1429052100,33.4966
1429052400,35.6936
1429052700,36.0400
1429053000,37.7304
1429053300,39.5829
1429053600,40.4433
1429053900,38.4331
1429054200,40.8503
1429054500,41.9508
1429054800,41.0567
1429055100,42.8594
1429055400,42.8868
1429055700,40.1500
1429056000,39.5764
1429056300,40.2532
1429056600,41.0463
1429056900,38.9169
1429057200,38.9068
1429057500,37.9804
1429057800,41.0463
1429058100,39.5032
1429058400,40.3196
1429058700,40.8103
1429059000,39.2169
1429059300,37.1030
1429059600,36.0136
1429059900,38.5901
1429060200,37.8033
1429060500,38.2000
1429060800,39.2831
1429061100,37.9636
1429061400,37.8632
1429061700,37.4633
1429062000,36.8804
1429062300,36.0462
1429062600,35.0068
1429062900,33.6933
1429063200,35.0234
1429063500,34.1868
1429063800,35.0626
1429064100,34.6905
1429064400,33.0800
1429064700,33.0334
1429065000,31.4999
1429065300,33.9673
1429065600,33.1693
1429065900,33.8468
1429066200,31.6532
1429066500,29.4067
1429066800,29.4873
1429067100,30.3593
1429067400,31.3768
1429067700,31.2633
1429068000,31.2102
1429068300,30.6632
1429068600,28.1233
1429068900,29.2701
1429069200,29.2899
1429069500,29.5032
1429069800,29.0100
1429070100,27.9667
1429070400,27.0233
1429070700,27.4435
1429071000,28.1029
1429071300,27.2804
1429071600,28.0800
1429071900,27.5565
1429072200,26.9368
1429072500,26.2634
1429072800,26.1904
1429073100,25.0760
1429073400,25.5670
1429073700,24.7064
1429074000,22.9201
1429074300,23.7501
1429074600,24.5265
1429074900,24.8002
1429075200,25.1400
1429075500,23.3905
1429075800,22.9061
1429076100,23.2967
1429076400,24.4133
1429076700,23.9133
1429077000,25.3332
1429077300,24.5401
1429077600,24.6501
1429077900,25.1532
1429078200,23.5333
1429078500,23.9466
1429078800,24.4002
1429079100,23.8401
1429079400,23.0464
1429079700,23.3836
1429080000,22.4167
1429080300,24.0533
1429080600,22.5000
1429080900,21.9969
1429081200,21.8996
1429081500,21.9001
1429081800,21.0367
1429082100,23.1699
1429082400,21.8701
1429082700,22.5667
1429083000,22.2038
1429083300,21.5233
1429083600,22.4497
1429083900,23.0733
1429084200,22.3600
1429084500,22.6399
1429084800,23.2233
1429085100,22.3735
1429085400,21.7931
1429085700,21.1601
1429086000,21.7067
1429086300,22.5166
1429086600,22.8299
1429086900,21.9968
1429087200,22.6301
1429087500,21.6333
1429087800,22.8498
1429088100,22.5935
1429088400,22.2867
1429088700,21.7066
1429089000,21.7133
1429089300,22.4933
1429089600,21.6099
1429089900,21.8370
1429090200,21.8665
1429090500,21.5967
1429090800,22.6067
1429091100,23.0732
1429091400,23.4006
1429091700,23.1263
1429092000,22.9433
1429092300,23.9467
1429092600,24.3532
1429092900,24.3934
1429093200,23.7733
1429093500,24.0226
1429093800,24.0671
1429094100,24.9897
1429094400,24.5267
1429094700,26.4066
1429095000,27.1733
1429095300,26.4167
1429095600,27.2333
1429095900,25.8099
1429096200,26.4033
1429096500,27.2402
1429096800,27.0066
1429097100,26.7934
1429097400,27.8033
1429097700,29.2664
1429098000,31.3171
1429098300,30.0298
1429098600,29.5833
1429098900,29.2066
1429099200,30.5699
1429099500,30.6602
1429099800,30.9069
1429100100,30.7499
1429100400,32.5498
1429100700,30.6468
1429101000,32.6633
1429101300,33.2068
1429101600,32.7432
1429101900,32.5469
1429102200,34.1032
1429102500,34.4966
1429102800,35.0700
1429103100,34.5667
1429103400,35.1868
1429103700,34.4632
1429104000,34.4764
1429104300,33.5169
1429104600,33.8766
1429104900,35.3035
1429105200,36.0967
1429105500,34.8933
1429105800,34.4900
1429106100,34.7900
1429106400,37.0700
1429106700,35.3502
1429107000,34.8063
1429107300,36.1669
1429107600,35.3393
1429107900,35.3509
1429108200,36.4398
1429108500,36.8267
1429108800,33.6900
1429109100,33.6466
1429109400,34.4908
1429109700,34.7392
1429110000,35.4900
1429110300,34.8233
1429110600,35.5133
1429110900,35.9901
1429111200,35.0299
1429111500,35.6701
1429111800,36.4631
1429112100,37.7836
1429112400,35.8131
1429112700,38.0136
1429113000,37.0835
1429113300,37.2996
1429113600,37.3069
1429113900,37.0631
1429114200,37.8833
1429114500,36.5936
1429114800,38.3167
1429115100,37.2664
1429115400,37.4603
1429115700,39.0028
1429116000,38.4205
1429116300,38.0700
1429116600,37.5031
1429116900,37.9370
1429117200,38.3459
1429117500,38.5336
1429117800,38.2405
1429118100,37.8565
1429118400,37.3567
1429118700,38.0300
1429119000,37.3900
1429119300,37.0532
1429119600,39.0400
1429119900,38.0831
1429120200,36.9939
1429120500,36.7962
1429120800,37.8603
1429121100,37.6997
1429121400,39.0899
1429121700,38.5801
1429122000,38.7799
1429122300,38.7701
1429122600,39.4436
1429122900,42.0899
1429123200,41.9833
1429123500,43.1000
1429123800,44.2968
1429124100,45.2764
1429124400,55.3600
1429124700,54.9826
1429125000,51.0677
1429125300,51.3865
1429125600,48.8363
1429125900,47.6938
1429126200,47.8032
1429126500,47.2895
1429126800,45.4102
1429127100,44.9770
1429127400,46.8133
1429127700,44.6036
1429128000,45.5241
1429128300,46.2785
1429128600,44.6306
1429128900,43.0642
1429129200,42.5690
1429129500,43.1932
1429129800,40.6603
1429130100,43.4075
1429130400,41.3125
1429130700,40.4691
1429131000,39.4975
1429131300,39.9967
1429131600,40.9435
1429131900,40.4665
1429132200,39.6433
1429132500,40.3901
1429132800,39.3701
1429133100,38.7964
1429133400,39.4533
1429133700,40.9496
1429134000,40.7568
1429134300,38.2301
1429134600,39.2197
1429134900,36.0736
1429135200,34.3409
1429135500,33.5899
1429135800,34.0994
1429136100,34.2966
1429136400,33.8899
1429136700,34.4555
1429137000,34.4103
1429137300,34.9009
1429137600,35.5065
1429137900,34.0041
1429138200,34.4761
1429138500,33.0533
1429138800,33.4699
1429139100,34.5400
1429139400,38.2832
1429139700,38.4769
1429140000,37.3796
1429140300,37.3901
1429140600,38.3301
1429140900,39.3235
1429141200,39.9832
1429141500,39.7233
1429141800,38.9400
1429142100,37.7932
1429142400,37.9736
1429142700,40.3004
1429143000,41.5868
1429143300,41.2093
1429143600,38.7568
1429143900,40.6800
1429144200,41.5900
1429144500,42.6733
1429144800,43.5533
1429145100,42.8668
1429145400,41.2340
1429145700,39.2592
1429146000,39.5368
1429146300,40.1929
1429146600,43.5038
1429146900,42.0436
1429147200,41.0199
1429147500,39.4071
1429147800,39.1361
1429148100,38.5497
1429148400,38.4667
1429148700,38.1676
1429149000,37.5458
1429149300,35.8067
1429149600,35.4804
1429149900,35.6398
1429150200,35.9632
1429150500,36.1367
1429150800,35.0600
1429151100,32.7470
1429151400,33.4321
1429151700,34.3839
1429152000,34.5670
1429152300,33.7136
1429152600,34.9099
1429152900,31.1197
1429153200,31.1001
1429153500,31.6534
1429153800,32.4338
1429154100,32.1229
1429154400,31.5335
1429154700,30.3365
1429155000,28.9571
1429155300,29.7330
1429155600,30.6566
1429155900,29.6571
1429156200,28.4431
1429156500,29.1531
1429156800,27.6469
1429157100,27.7430
1429157400,28.9338
1429157700,27.6697
1429158000,28.4499
1429158300,27.4172
1429158600,27.9101
1429158900,25.6529
1429159200,25.5234
1429159500,25.8629
1429159800,24.2336
1429160100,25.0302
1429160400,23.0764
1429160700,24.0634
1429161000,24.5001
1429161300,25.1731
1429161600,25.1774
1429161900,24.8600
1429162200,23.9095
1429162500,23.9365
1429162800,23.7337
1429163100,24.6301
1429163400,23.4498
1429163700,24.0070
1429164000,23.2696
1429164300,22.6600
1429164600,23.2933
1429164900,24.1034
1429165200,23.5100
1429165500,24.1734
1429165800,23.0364
1429166100,23.6201
1429166400,23.1333
1429166700,12.4932
1429167000,2.1434
1429167300,2.6500
1429167600,19.9799
1429167900,22.8768
1429168200,23.7766
1429168500,22.8633
1429168800,22.6034
1429169100,21.8768
1429169400,22.1733
1429169700,23.8166
1429170000,23.1799
1429170300,22.9198
1429170600,21.5034
1429170900,21.0035
1429171200,20.4131
1429171500,20.5734
1429171800,20.9504
1429172100,21.6764
1429172400,22.4232
1429172700,21.0968
1429173000,22.1064
1429173300,21.9568
1429173600,23.9637
1429173900,22.0864
1429174200,20.8400
1429174500,21.7096
1429174800,22.7668
1429175100,21.5667
1429175400,21.9001
1429175700,21.7899
1429176000,22.8102
1429176300,21.5234
1429176600,21.0532
1429176900,22.3901
1429177200,22.4064
1429177500,22.4302
1429177800,21.8999
1429178100,19.6101
1429178400,20.7167
1429178700,22.2733
1429179000,22.0270
1429179300,23.1028
1429179600,22.5667
1429179900,22.5267
1429180200,23.2901
1429180500,24.2501
1429180800,25.0465
1429181100,24.6367
1429181400,26.0200
1429181700,24.9505
1429182000,25.6228
1429182300,25.5033
1429182600,25.2032
1429182900,25.5103
1429183200,26.4269
1429183500,26.2828
1429183800,25.7901
1429184100,25.6966
1429184400,27.1798
1429184700,28.3402
1429185000,27.4735
1429185300,27.8233
1429185600,27.1197
1429185900,27.1701
1429186200,27.2436
1429186500,29.6830
1429186800,29.5100
1429187100,29.3470
1429187400,29.7363
1429187700,30.4402
1429188000,30.0998
1429188300,30.9770
1429188600,32.7066
1429188900,30.9032
1429189200,29.8199
1429189500,31.5338
1429189800,33.1601
1429190100,31.9065
1429190400,32.8999
1429190700,33.7664
1429191000,32.4398
1429191300,34.1974
1429191600,33.9163
1429191900,34.3623
1429192200,32.1643
1429192500,32.1169
1429192800,32.4337
1429193100,33.0229
1429193400,33.9964
1429193700,34.7092
1429194000,34.6410
1429194300,35.1067
1429194600,34.8332
1429194900,34.9068
1429195200,34.9132
1429195500,34.6369
1429195800,34.2867
1429196100,33.4798
1429196400,34.6675
1429196700,35.3399
1429197000,35.8127
1429197300,33.9231
1429197600,33.3300
1429197900,35.6170
1429198200,37.0198
1429198500,37.6069
1429198800,39.1597
1429199100,37.6068
1429199400,35.8540
1429199700,36.2994
1429200000,34.0666
1429200300,35.0033
1429200600,35.9633
1429200900,34.7733
1429201200,35.8135
1429201500,36.1398
1429201800,34.9268
1429202100,36.6331
1429202400,36.5102
1429202700,34.6733
1429203000,35.0932
1429203300,34.7937
1429203600,35.6596
1429203900,36.5636
1429204200,35.6598
1429204500,35.9002
1429204800,35.8531
1429205100,36.5933
1429205400,35.5601
1429205700,35.0102
1429206000,36.4696
1429206300,35.2030
1429206600,36.2304
1429206900,36.9698
1429207200,35.2904
1429207500,35.6332
1429207800,35.3568
1429208100,35.5667
1429208400,34.4268
1429208700,34.4463
1429209000,34.9869
1429209300,35.8899
1429209600,35.9269
1429209900,35.7032
1429210200,36.4702
1429210500,36.5095
1429210800,48.2337
1429211100,50.0498
1429211400,47.4600
1429211700,47.1632
1429212000,44.1875
1429212300,43.2864
1429212600,42.3899
1429212900,41.9131
1429213200,42.5369
1429213500,41.1096
1429213800,41.2800
1429214100,39.7537
1429214400,40.6729
1429214700,40.9109
1429215000,40.4796
1429215300,39.9063
1429215600,40.6305
1429215900,38.5961
1429216200,39.0631
1429216500,39.7137
1429216800,39.0367
1429217100,39.5508
1429217400,35.3400
1429217700,36.7927
1429218000,37.2302
1429218300,37.6194
1429218600,36.6473
1429218900,36.2530
1429219200,36.8131
1429219500,36.7405
1429219800,36.6995
1429220100,35.7169
1429220400,35.1370
1429220700,36.7633
1429221000,37.1965
1429221300,35.6032
1429221600,33.0001
1429221900,31.0766
1429222200,31.1199
1429222500,31.2440
1429222800,32.3692
1429223100,32.3366
1429223400,32.3634
1429223700,33.2670
1429224000,34.0699
1429224300,34.1303
1429224600,33.5262
1429224900,31.8238
1429225200,33.6424
1429225500,34.9507
1429225800,35.4695
1429226100,36.6867
1429226400,38.0201
1429226700,38.4167
1429227000,38.8839
1429227300,38.7895
1429227600,39.2167
1429227900,40.3432
1429228200,40.0368
1429228500,39.5896
1429228800,37.2335
1429229100,39.2944
1429229400,41.6558
1429229700,41.7601
1429230000,40.3736
1429230300,40.5400
1429230600,42.5162
1429230900,42.0036
1429231200,42.9667
1429231500,43.4328
1429231800,40.7571
1429232100,39.2503
1429232400,40.7933
1429232700,42.2862
1429233000,40.6804
1429233300,39.6931
1429233600,39.8800
1429233900,38.1270
1429234200,37.9167
1429234500,37.6465
1429234800,37.1931
1429235100,37.2301
1429235400,36.1432
1429235700,35.1900
1429236000,31.5033
1429236300,33.0237
1429236600,32.7761
1429236900,31.8103
1429237200,31.8701
1429237500,30.3165
1429237800,30.5534
1429238100,31.5166
1429238400,29.7237
1429238700,28.8462
1429239000,29.3704
1429239300,27.6699
1429239600,27.2998
1429239900,27.3500
1429240200,26.8433
1429240500,28.7406
1429240800,26.9400
1429241100,24.3797
1429241400,26.4965
1429241700,26.4601
1429242000,26.1971
1429242300,25.6527
1429242600,26.8172
1429242900,24.2696
1429243200,22.9466
1429243500,23.6568
1429243800,24.1898
1429244100,24.2702
1429244400,25.6766
1429244700,23.9366
1429245000,21.8768
1429245300,23.5698
1429245600,24.3902
1429245900,22.6199
1429246200,22.4570
1429246500,22.9695
1429246800,21.6838
1429247100,21.9230
1429247400,21.5500
1429247700,22.3534
1429248000,21.3365
1429248300,21.6400
1429248600,21.6198
1429248900,20.8902
1429249200,22.7433
1429249500,21.3567
1429249800,21.0199
1429250100,21.4900
1429250400,20.3636
1429250700,21.4363
1429251000,21.6133
1429251300,21.6101
1429251600,22.0033
1429251900,21.7034
1429252200,21.6233
1429252500,22.1366
1429252800,22.3304
1429253100,22.6395
1429253400,21.7201
1429253700,22.1198
1429254000,22.8334
1429254300,22.0003
1429254600,22.8767
1429254900,23.2864
1429255200,23.9234
1429255500,23.5671
1429255800,22.8731
1429256100,22.9495
1429256400,22.8136
1429256700,22.7370
1429257000,22.1698
1429257300,22.1367
1429257600,22.0103
1429257900,21.4563
1429258200,20.9399
1429258500,21.1669
1429258800,22.2234
1429259100,22.3933
1429259400,23.0266
1429259700,23.4765
1429260000,22.5939
1429260300,22.9029
1429260600,22.4667
1429260900,22.5401
1429261200,22.1132
1429261500,21.8601
1429261800,21.7233
1429262100,22.9135
1429262400,22.2333
1429262700,20.4869
1429263000,21.1163
1429263300,20.7967
1429263600,20.9936
1429263900,21.8396
1429264200,21.7870
1429264500,21.7933
1429264800,21.4799
1429265100,22.7067
1429265400,21.7134
1429265700,22.0669
1429266000,23.2464
1429266300,22.3165
1429266600,22.0501
1429266900,22.9499
1429267200,24.5700
1429267500,24.5400
1429267800,25.2901
1429268100,25.1198
1429268400,24.8235
1429268700,26.7470
1429269000,25.4263
1429269300,26.9732
1429269600,26.6501
1429269900,27.3933
1429270200,27.8831
1429270500,27.0901
1429270800,28.1601
1429271100,29.2567
1429271400,29.0531
1429271700,28.8004
1429272000,28.6399
1429272300,30.5499
1429272600,29.7039
1429272900,31.3160
1429273200,31.7631
1429273500,30.4834
1429273800,31.6665
1429274100,32.5169
1429274400,30.6467
1429274700,31.2601
1429275000,32.1568
1429275300,32.3567
1429275600,32.6129
1429275900,33.1636
1429276200,32.8901
1429276500,33.1933
1429276800,32.6765
1429277100,33.5807
1429277400,34.4698
1429277700,29.6329
1429278000,25.8101
1429278300,31.4669
1429278600,33.3033
1429278900,31.9765
1429279200,33.6901
1429279500,36.3031
1429279800,35.0236
1429280100,32.3031
1429280400,32.2069
1429280700,32.7837
1429281000,33.1795
1429281300,33.9701
1429281600,33.5732
1429281900,34.7231
1429282200,33.2504
1429282500,34.6000
1429282800,34.3499
1429283100,35.3538
1429283400,35.3629
1429283700,35.0099
1429284000,33.7602
1429284300,32.4966
1429284600,33.3802
1429284900,34.9134
1429285200,36.7927
1429285500,36.9038
1429285800,36.3133
1429286100,35.8199
1429286400,34.5736
1429286700,34.8463
1429287000,34.4603
1429287300,35.0127
1429287600,36.9737
1429287900,36.9062
1429288200,36.0606
1429288500,37.6232
1429288800,37.9369
1429289100,36.3994
1429289400,37.7132
1429289700,37.2638
1429290000,36.6835
1429290300,36.5200
1429290600,34.7931
1429290900,35.4567
1429291200,36.0633
1429291500,35.3864
1429291800,35.2668
1429292100,36.8100
1429292400,36.1336
1429292700,35.7532
1429293000,35.2401
1429293300,35.4702
1429293600,35.1665
1429293900,35.3364
1429294200,33.5840
1429294500,33.9362
1429294800,36.2722
1429295100,35.3607
1429295400,36.2535
1429295700,35.0535
1429296000,34.8631
1429296300,35.1667
1429296600,34.4902
1429296900,35.0234
1429297200,45.4568
1429297500,47.4997
1429297800,44.6365
1429298100,44.0833
1429298400,43.5199
1429298700,43.9835
1429299000,42.2765
1429299300,40.9700
1429299600,37.9600
1429299900,38.1373
1429300200,38.7397
1429300500,36.8569
1429300800,38.5862
1429301100,39.7465
1429301400,36.7465
1429301700,37.0137
1429302000,36.6898
1429302300,36.9237
1429302600,34.7799
1429302900,36.2264
1429303200,35.2135
1429303500,33.3068
1429303800,37.9496
1429304100,36.3372
1429304400,34.5600
1429304700,46.2498
1429305000,42.0865
1429305300,35.2973
1429305600,32.8993
1429305900,33.2967
1429306200,32.6341
1429306500,34.4693
1429306800,33.3266
1429307100,33.0133
1429307400,32.7540
1429307700,32.1986
1429308000,31.4107
1429308300,27.7136
1429308600,26.4732
1429308900,26.5066
1429309200,30.0369
1429309500,28.5596
1429309800,29.0903
1429310100,28.6566
1429310400,30.2529
1429310700,30.3372
1429311000,29.9566
1429311300,28.5766
1429311600,29.7870
1429311900,30.5734
1429312200,32.6696
1429312500,34.2033
1429312800,34.4938
1429313100,34.4898
1429313400,34.3201
1429313700,35.0131
1429314000,34.5199
1429314300,34.9534
1429314600,35.2233
1429314900,33.0869
1429315200,32.6138
1429315500,33.2394
1429315800,34.4563
1429316100,35.7136
1429316400,35.1167
1429316700,34.0032
1429317000,33.2671
1429317300,37.0136
1429317600,35.7895
1429317900,34.3300
1429318200,34.5103
1429318500,33.7529
1429318800,33.4802
1429319100,33.3399
1429319400,32.1835
1429319700,31.8330
1429320000,32.7433
1429320300,31.4234
1429320600,30.4103
1429320900,32.0266
1429321200,30.3464
1429321500,31.2469
1429321800,31.7032
1429322100,30.1233
1429322400,30.1498
1429322700,29.5140
1429323000,31.1293
1429323300,30.5370
1429323600,31.1399
1429323900,30.4032
1429324200,30.6801
1429324500,29.5464
1429324800,29.4567
1429325100,28.4905
1429325400,29.4698
1429325700,28.5902
1429326000,27.8469
1429326300,27.5162
1429326600,27.8133
1429326900,26.9534
1429327200,28.1697
1429327500,27.5635
1429327800,27.0400
1429328100,27.2667
1429328400,27.3698
1429328700,26.4735
1429329000,26.4766
1429329300,28.0200
1429329600,26.0672
1429329900,25.6562
1429330200,25.0138
1429330500,24.9530
1429330800,24.9502
1429331100,24.3302
1429331400,23.9665
1429331700,24.6063
1429332000,25.0934
1429332300,24.4102
1429332600,23.8832
1429332900,24.7033
1429333200,22.9198
1429333500,22.4733
1429333800,23.1335
1429334100,23.6565
1429334400,24.3739
1429334700,22.9464
1429335000,21.7365
1429335300,24.1502
1429335600,23.1231
1429335900,22.8967
1429336200,23.7100
1429336500,23.6798
1429336800,21.0368
1429337100,21.7669
1429337400,22.8831
1429337700,21.3101
1429338000,23.1669
1429338300,23.0164
1429338600,23.0667
1429338900,21.7401
1429339200,22.9465
1429339500,21.5433
1429339800,21.5235
1429340100,21.4467
1429340400,21.2599
1429340700,20.9466
1429341000,20.9933
1429341300,21.8899
1429341600,22.4834
1429341900,21.3796
1429342200,20.6040
1429342500,20.5732
1429342800,21.3566
1429343100,22.1601
1429343400,21.2729
1429343700,21.2804
1429344000,21.2965
1429344300,21.3899
1429344600,20.9535
1429344900,21.7067
1429345200,21.6999
1429345500,22.2501
1429345800,21.1235
1429346100,22.6736
1429346400,21.1662
1429346700,21.6034
1429347000,20.7335
1429347300,20.8265
1429347600,20.9667
1429347900,20.7701
1429348200,21.8600
1429348500,21.0065
1429348800,20.9603
1429349100,22.4499
1429349400,22.0499
1429349700,22.0701
1429350000,22.6633
1429350300,22.1670
1429350600,22.5730
1429350900,22.1967
1429351200,21.0867
1429351500,20.8169
1429351800,20.6729
1429352100,22.0502
1429352400,21.7300
1429352700,21.8700
1429353000,21.1200
1429353300,22.5933
1429353600,21.4966
1429353900,22.0133
1429354200,22.4400
1429354500,22.8538
1429354800,24.1330
1429355100,22.9933
1429355400,23.7933
1429355700,25.5605
1429356000,24.8429
1429356300,26.2135
1429356600,25.0665
1429356900,25.3432
1429357200,26.8032
1429357500,26.5500
1429357800,26.4303
1429358100,26.7799
1429358400,27.5966
1429358700,28.9236
1429359000,26.9837
