timestamp,154743/duration,195902/duration,217834/duration,218002/duration,218003/duration,222854/duration,222855/duration,222856/duration,222857/duration,222858/duration,222859/duration,222860/duration,222861/duration,222862/duration,222863/duration,222864/duration,222865/duration,222866/duration,222867/duration,222868/duration
1504225620,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504225680,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,2.0000,11.0000,3,1.0000
1504225740,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,10.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504225800,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504225860,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,4,1.0000,11.0000,6,1.0000,13.0000,3,1.0000
1504225920,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504225980,1.0000,3,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504226040,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,4,1.0000,12.0000,3,1.0000,12.0000,3,8.0000
1504226100,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,29.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504226160,1.0000,1,1.0000,3,1.0000,11.0000,4.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504226220,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504226280,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504226340,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,7.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504226400,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504226460,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,3.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504226520,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000
1504226580,1.0000,1,1.0000,3,1.0000,13.0000,3.0000,5.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,4,1.0000,12.0000,3,1.0000
1504226640,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,5.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504226700,1.0000,2,1.0000,2026,1.0000,12.0000,3.0000,1.0000,11.0000,3002,1.0000,11.0000,3002,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504226760,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504226820,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000
1504226880,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000
1504226940,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000
1504227000,2.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,5,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504227060,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,33,1.0000,13.0000,3,1.0000,11.0000,3,1.0000
1504227120,1.0000,1,1.0000,3,1.0000,11.0000,5.0000,1.0000,11.0000,3,1.0000,23.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504227180,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504227240,1.0000,8,1.0000,4,1.0000,13.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504227300,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000
1504227360,1.0000,3,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504227420,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504227480,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,4.0000
1504227540,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504227600,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,7.0000
1504227660,1.0000,1,1.0000,4,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504227720,1.0000,431,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000
1504227780,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504227840,1.0000,8,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,13.0000,6,1.0000
1504227900,2.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,16.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504227960,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504228020,1.0000,3,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504228080,3.0000,1,4.0000,3,4.0000,15.0000,3.0000,4.0000,12.0000,3,1.0000,15.0000,6,9.0000,15.0000,3,1.0000,15.0000,3,1.0000
1504228140,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,15.0000,3,1.0000
1504228200,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,2.0000,12.0000,3,1.0000
1504228260,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504228320,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504228380,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504228440,1.0000,1,1.0000,3,1.0000,13.0000,3.0000,1.0000,12.0000,5,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000
1504228500,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504228560,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,10.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504228620,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504228680,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504228740,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000
1504228800,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504228860,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504228920,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504228980,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504229040,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504229100,1.0000,2,2.0000,4,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,4,1.0000,12.0000,3,1.0000,12.0000,3,7.0000
1504229160,1.0000,3,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504229220,1.0000,2,2.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,11.0000,12.0000,3,1.0000
1504229280,1.0000,5,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504229340,1.0000,1,10.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504229400,17.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504229460,1.0000,3,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504229520,1.0000,1,1.0000,3,1.0000,11.0000,6.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504229580,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,13.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504229640,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,13.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504229700,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504229760,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504229820,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504229880,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504229940,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504230000,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504230060,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504230120,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504230180,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504230240,1.0000,1,1.0000,4,1.0000,12.0000,3.0000,10.0000,12.0000,3,1.0000,13.0000,2,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504230300,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000
1504230360,1.0000,1,1.0000,3,1.0000,13.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,23.0000,11.0000,3,1.0000,12.0000,3,4.0000
1504230420,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504230480,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000
1504230540,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504230600,1.0000,1,8.0000,3,1.0000,12.0000,3.0000,1.0000,14.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504230660,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,25.0000,3,1.0000
1504230720,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504230780,1.0000,1,9.0000,3,1.0000,11.0000,3.0000,1.0000,11.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504230840,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,4,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504230900,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504230960,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504231020,1.0000,1,1.0000,3,1.0000,13.0000,3.0000,1.0000,11.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504231080,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504231140,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504231200,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504231260,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504231320,1.0000,1,1.0000,3,1.0000,16.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,15.0000,3,1.0000,12.0000,4,1.0000
1504231380,1.0000,1,4.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000
1504231440,1.0000,1,1.0000,4,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504231500,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,4,1.0000,12.0000,3,1.0000
1504231560,1.0000,1,1.0000,3,1.0000,24.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504231620,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504231680,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504231740,1.0000,1,1.0000,3,1.0000,13.0000,3.0000,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504231800,1.0000,3,1.0000,3,1.0000,13.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504231860,1.0000,5,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,11.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504231920,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504231980,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000
1504232040,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,23.0000,3,2.0000,11.0000,3,1.0000
1504232100,1.0000,4,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504232160,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504232220,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504232280,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504232340,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,4,1.0000
1504232400,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,4.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,3.0000
1504232460,1.0000,2,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,2.0000
1504232520,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,4,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504232580,1.0000,2,1.0000,4,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504232640,1.0000,1,1.0000,3,12.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504232700,1.0000,1,1.0000,3,1.0000,12.0000,11.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,5.0000,11.0000,3,1.0000
1504232760,1.0000,1,1.0000,3,1.0000,13.0000,4.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,5,1.0000,13.0000,3,1.0000
1504232820,1.0000,2,1.0000,3,1.0000,11.0000,3.0000,1.0000,13.0000,3,1.0000,13.0000,3,7.0000,13.0000,3,1.0000,12.0000,3,1.0000
1504232880,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,8.0000,12.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
1504232940,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,7.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504233000,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000
1504233060,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,11.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504233120,1.0000,1,1.0000,4,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,1.0000
1504233180,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,12.0000,3,13.0000,12.0000,3,1.0000
1504233240,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504233300,2.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,18.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000
1504233360,1.0000,1,1.0000,3,1.0000,12.0000,3.0000,1.0000,12.0000,3,1.0000,12.0000,3,1.0000,11.0000,3,1.0000,13.0000,3,1.0000
1504233420,1.0000,1,1.0000,3,1.0000,11.0000,3.0000,1.0000,12.0000,3,1.0000,13.0000,3,1.0000,11.0000,3,1.0000,11.0000,3,1.0000
