,171880/bpf`syscall`count`sys_accept,171880/bpf`syscall`count`sys_accept4,171880/bpf`syscall`count`sys_access,171880/bpf`syscall`count`sys_alarm,171880/bpf`syscall`count`sys_arch_prctl,171880/bpf`syscall`count`sys_bind,171880/bpf`syscall`count`sys_brk,171880/bpf`syscall`count`sys_capget,171880/bpf`syscall`count`sys_capset,171880/bpf`syscall`count`sys_chdir,171880/bpf`syscall`count`sys_chmod,171880/bpf`syscall`count`sys_chown,171880/bpf`syscall`count`sys_chroot,171880/bpf`syscall`count`sys_clock_adjtime,171880/bpf`syscall`count`sys_clock_getres,171880/bpf`syscall`count`sys_clock_gettime,171880/bpf`syscall`count`sys_clone,171880/bpf`syscall`count`sys_close,171880/bpf`syscall`count`sys_connect,171880/bpf`syscall`count`sys_dup,171880/bpf`syscall`count`sys_dup2,171880/bpf`syscall`count`sys_dup3,171880/bpf`syscall`count`sys_epoll_create,171880/bpf`syscall`count`sys_epoll_create1,171880/bpf`syscall`count`sys_epoll_ctl,171880/bpf`syscall`count`sys_epoll_wait,171880/bpf`syscall`count`sys_eventfd2,171880/bpf`syscall`count`sys_execve,171880/bpf`syscall`count`sys_faccessat,171880/bpf`syscall`count`sys_fadvise64,171880/bpf`syscall`count`sys_fchdir,171880/bpf`syscall`count`sys_fchmod,171880/bpf`syscall`count`sys_fchmodat,171880/bpf`syscall`count`sys_fchown,171880/bpf`syscall`count`sys_fcntl,171880/bpf`syscall`count`sys_fstatfs,171880/bpf`syscall`count`sys_fsync,171880/bpf`syscall`count`sys_ftruncate,171880/bpf`syscall`count`sys_futex,171880/bpf`syscall`count`sys_getcwd,171880/bpf`syscall`count`sys_getdents,171880/bpf`syscall`count`sys_getdents64,171880/bpf`syscall`count`sys_getegid,171880/bpf`syscall`count`sys_geteuid,171880/bpf`syscall`count`sys_getgid,171880/bpf`syscall`count`sys_getgroups,171880/bpf`syscall`count`sys_getpeername,171880/bpf`syscall`count`sys_getpgid,171880/bpf`syscall`count`sys_getpgrp,171880/bpf`syscall`count`sys_getpid,171880/bpf`syscall`count`sys_getppid,171880/bpf`syscall`count`sys_getpriority,171880/bpf`syscall`count`sys_getresgid,171880/bpf`syscall`count`sys_getresuid,171880/bpf`syscall`count`sys_getrlimit,171880/bpf`syscall`count`sys_getrusage,171880/bpf`syscall`count`sys_getsid,171880/bpf`syscall`count`sys_getsockname,171880/bpf`syscall`count`sys_getsockopt,171880/bpf`syscall`count`sys_gettid,171880/bpf`syscall`count`sys_gettimeofday,171880/bpf`syscall`count`sys_getuid,171880/bpf`syscall`count`sys_inotify_add_watch,171880/bpf`syscall`count`sys_ioctl,171880/bpf`syscall`count`sys_ioprio_get,171880/bpf`syscall`count`sys_kcmp,171880/bpf`syscall`count`sys_keyctl,171880/bpf`syscall`count`sys_kill,171880/bpf`syscall`count`sys_listen,171880/bpf`syscall`count`sys_lseek,171880/bpf`syscall`count`sys_madvise,171880/bpf`syscall`count`sys_mkdir,171880/bpf`syscall`count`sys_mknod,171880/bpf`syscall`count`sys_mmap,171880/bpf`syscall`count`sys_mount,171880/bpf`syscall`count`sys_mprotect,171880/bpf`syscall`count`sys_mremap,171880/bpf`syscall`count`sys_munmap,171880/bpf`syscall`count`sys_name_to_handle_at,171880/bpf`syscall`count`sys_nanosleep,171880/bpf`syscall`count`sys_newfstatat,171880/bpf`syscall`count`sys_open,171880/bpf`syscall`count`sys_openat,171880/bpf`syscall`count`sys_pause,171880/bpf`syscall`count`sys_perf_event_open,171880/bpf`syscall`count`sys_pipe,171880/bpf`syscall`count`sys_pipe2,171880/bpf`syscall`count`sys_poll,171880/bpf`syscall`count`sys_ppoll,171880/bpf`syscall`count`sys_prctl,171880/bpf`syscall`count`sys_pselect6,171880/bpf`syscall`count`sys_read,171880/bpf`syscall`count`sys_readlink,171880/bpf`syscall`count`sys_readlinkat,171880/bpf`syscall`count`sys_readv,171880/bpf`syscall`count`sys_recvfrom,171880/bpf`syscall`count`sys_recvmsg,171880/bpf`syscall`count`sys_rename,171880/bpf`syscall`count`sys_rmdir,171880/bpf`syscall`count`sys_rt_sigaction,171880/bpf`syscall`count`sys_rt_sigprocmask,171880/bpf`syscall`count`sys_rt_sigreturn,171880/bpf`syscall`count`sys_rt_sigsuspend,171880/bpf`syscall`count`sys_sched_getaffinity,171880/bpf`syscall`count`sys_sched_getparam,171880/bpf`syscall`count`sys_sched_getscheduler,171880/bpf`syscall`count`sys_sched_setaffinity,171880/bpf`syscall`count`sys_sched_yield,171880/bpf`syscall`count`sys_select,171880/bpf`syscall`count`sys_semctl,171880/bpf`syscall`count`sys_semop,171880/bpf`syscall`count`sys_sendmmsg,171880/bpf`syscall`count`sys_sendmsg,171880/bpf`syscall`count`sys_sendto,171880/bpf`syscall`count`sys_set_robust_list,171880/bpf`syscall`count`sys_set_tid_address,171880/bpf`syscall`count`sys_setfsgid,171880/bpf`syscall`count`sys_setfsuid,171880/bpf`syscall`count`sys_setgid,171880/bpf`syscall`count`sys_setgroups,171880/bpf`syscall`count`sys_setpgid,171880/bpf`syscall`count`sys_setpriority,171880/bpf`syscall`count`sys_setregid,171880/bpf`syscall`count`sys_setresgid,171880/bpf`syscall`count`sys_setresuid,171880/bpf`syscall`count`sys_setreuid,171880/bpf`syscall`count`sys_setrlimit,171880/bpf`syscall`count`sys_setsid,171880/bpf`syscall`count`sys_setsockopt,171880/bpf`syscall`count`sys_setuid,171880/bpf`syscall`count`sys_shutdown,171880/bpf`syscall`count`sys_sigaltstack,171880/bpf`syscall`count`sys_socket,171880/bpf`syscall`count`sys_socketpair,171880/bpf`syscall`count`sys_statfs,171880/bpf`syscall`count`sys_symlink,171880/bpf`syscall`count`sys_sysinfo,171880/bpf`syscall`count`sys_timerfd_settime,171880/bpf`syscall`count`sys_times,171880/bpf`syscall`count`sys_umask,171880/bpf`syscall`count`sys_umount,171880/bpf`syscall`count`sys_unlink,171880/bpf`syscall`count`sys_unlinkat,171880/bpf`syscall`count`sys_unshare,171880/bpf`syscall`count`sys_utime,171880/bpf`syscall`count`sys_utimensat,171880/bpf`syscall`count`sys_vfork,171880/bpf`syscall`count`sys_wait4,171880/bpf`syscall`count`sys_waitid,171880/bpf`syscall`count`sys_write,171880/bpf`syscall`count`sys_writev
1505704200,16724.0000,403.0000,5827789.0000,50827.0000,989141.0000,9660.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207210869.0000,380915.0000,480163958.0000,73961.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4080648.0000,6479233.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6327934.0000,6274.0000,2703.0000,11107.0000,2561323.0000,82016.0000,1082549.0000,2628.0000,778227.0000,1434796.0000,780263.0000,12133.0000,18887.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6616.0000,17.0000,28868.0000,65692.0000,4048.0000,152622435.0000,803853.0000,284920.0000,4688597.0000,,238.0000,3.0000,924472.0000,,7564606.0000,4104.0000,1153.0000,15.0000,15544996.0000,1.0000,8455099.0000,61025.0000,1583565.0000,39.0000,441839.0000,51021.0000,256466857.0000,107096.0000,39.0000,33.0000,1453206.0000,47782.0000,3980949.0000,5839.0000,1861.0000,8091713.0000,3781727.0000,2633.0000,204066.0000,,68967619.0000,437575.0000,1815.0000,246.0000,9629874.0000,3326407.0000,364501.0000,79.0000,2165.0000,,,218057.0000,273445715.0000,426472.0000,5977.0000,48603.0000,1292.0000,91799.0000,61305926.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40120.0000,2889.0000,135.0000,12110.0000,85211.0000,141571.0000,438558.0000,91.0000,14441.0000,12348923.0000,87.0000,5438.0000,1.0000,2578.0000,172.0000,,1749.0000,346.0000,678610.0000,1908286.0000,19815.0000,12429751.0000,893868.0000
1505704260,16728.0000,403.0000,5827814.0000,50841.0000,989141.0000,9661.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207249318.0000,380923.0000,480165153.0000,73965.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4081281.0000,6479520.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6328771.0000,6275.0000,2703.0000,11108.0000,2561400.0000,82028.0000,1082633.0000,2628.0000,778227.0000,1434797.0000,780263.0000,12133.0000,18888.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6617.0000,17.0000,28870.0000,65702.0000,4048.0000,152632412.0000,803853.0000,284965.0000,4688868.0000,,238.0000,3.0000,924472.0000,,7565206.0000,4104.0000,1153.0000,15.0000,15545053.0000,1.0000,8455099.0000,61032.0000,1583645.0000,39.0000,441906.0000,51029.0000,256467572.0000,107096.0000,39.0000,33.0000,1453411.0000,47789.0000,3981191.0000,5839.0000,1861.0000,8093019.0000,3781731.0000,2633.0000,204067.0000,,68968581.0000,437633.0000,1815.0000,246.0000,9629875.0000,3326611.0000,364509.0000,79.0000,2165.0000,,,218057.0000,273490899.0000,426548.0000,5977.0000,48603.0000,1292.0000,91810.0000,61306258.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40127.0000,2889.0000,135.0000,12110.0000,85218.0000,141593.0000,438558.0000,91.0000,14441.0000,12350814.0000,87.0000,5438.0000,1.0000,2578.0000,172.0000,,1749.0000,346.0000,678712.0000,1908530.0000,19818.0000,12430679.0000,894004.0000
1505704320,16731.0000,403.0000,5827839.0000,50845.0000,989141.0000,9662.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207281648.0000,380931.0000,480166317.0000,73968.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4081916.0000,6479829.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6329600.0000,6276.0000,2703.0000,11109.0000,2561464.0000,82040.0000,1082685.0000,2628.0000,778227.0000,1434798.0000,780263.0000,12133.0000,18889.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6618.0000,17.0000,28872.0000,65709.0000,4048.0000,152642413.0000,803853.0000,285010.0000,4689132.0000,,238.0000,3.0000,924472.0000,,7565806.0000,4106.0000,1153.0000,15.0000,15545099.0000,1.0000,8455099.0000,61039.0000,1583718.0000,39.0000,441973.0000,51037.0000,256468265.0000,107096.0000,39.0000,33.0000,1453616.0000,47796.0000,3981433.0000,5839.0000,1861.0000,8094315.0000,3781735.0000,2633.0000,204068.0000,,68969545.0000,437687.0000,1815.0000,246.0000,9629876.0000,3326815.0000,364516.0000,79.0000,2165.0000,,,218057.0000,273537621.0000,426624.0000,5977.0000,48603.0000,1292.0000,91818.0000,61306590.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40129.0000,2889.0000,135.0000,12110.0000,85221.0000,141615.0000,438558.0000,91.0000,14441.0000,12352708.0000,87.0000,5438.0000,1.0000,2578.0000,172.0000,,1749.0000,346.0000,678814.0000,1908775.0000,19821.0000,12431620.0000,894140.0000
1505704380,16734.0000,403.0000,5827864.0000,50849.0000,989141.0000,9663.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207313837.0000,380939.0000,480167485.0000,73971.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4082549.0000,6479905.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6330429.0000,6277.0000,2703.0000,11110.0000,2561569.0000,82052.0000,1082737.0000,2628.0000,778227.0000,1434799.0000,780263.0000,12133.0000,18890.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6619.0000,17.0000,28874.0000,65719.0000,4048.0000,152652390.0000,803853.0000,285055.0000,4689396.0000,,238.0000,3.0000,924472.0000,,7566406.0000,4106.0000,1153.0000,15.0000,15545156.0000,1.0000,8455099.0000,61046.0000,1583798.0000,39.0000,442040.0000,51045.0000,256468961.0000,107096.0000,39.0000,33.0000,1453821.0000,47803.0000,3981677.0000,5839.0000,1861.0000,8095507.0000,3781739.0000,2633.0000,204069.0000,,68970509.0000,437745.0000,1815.0000,246.0000,9629877.0000,3327019.0000,364523.0000,79.0000,2165.0000,,,218057.0000,273579586.0000,426700.0000,5977.0000,48603.0000,1292.0000,91829.0000,61306923.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40136.0000,2889.0000,135.0000,12110.0000,85227.0000,141637.0000,438558.0000,91.0000,14441.0000,12354562.0000,87.0000,5438.0000,1.0000,2578.0000,172.0000,,1749.0000,346.0000,678916.0000,1909023.0000,19824.0000,12432527.0000,894276.0000
1505704440,16737.0000,403.0000,5827889.0000,50853.0000,989141.0000,9664.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207345958.0000,380948.0000,480168646.0000,73974.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4083182.0000,6480466.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6331258.0000,6277.0000,2703.0000,11111.0000,2561664.0000,82064.0000,1082787.0000,2628.0000,778227.0000,1434800.0000,780263.0000,12133.0000,18891.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6620.0000,17.0000,28876.0000,65726.0000,4048.0000,152662363.0000,803853.0000,285100.0000,4689660.0000,,238.0000,3.0000,924472.0000,,7567003.0000,4108.0000,1153.0000,15.0000,15545210.0000,1.0000,8455099.0000,61053.0000,1583872.0000,39.0000,442107.0000,51045.0000,256469654.0000,107096.0000,39.0000,33.0000,1454026.0000,47810.0000,3981921.0000,5839.0000,1861.0000,8096757.0000,3781743.0000,2633.0000,204070.0000,,68971470.0000,437800.0000,1815.0000,246.0000,9629878.0000,3327223.0000,364529.0000,79.0000,2165.0000,,,218057.0000,273620105.0000,426776.0000,5977.0000,48603.0000,1292.0000,91837.0000,61307254.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40138.0000,2889.0000,135.0000,12110.0000,85230.0000,141659.0000,438558.0000,91.0000,14441.0000,12356502.0000,87.0000,5438.0000,1.0000,2578.0000,172.0000,,1749.0000,346.0000,679018.0000,1909252.0000,19827.0000,12433451.0000,894412.0000
1505704500,16740.0000,403.0000,5827914.0000,50857.0000,989141.0000,9665.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207378441.0000,380957.0000,480169827.0000,73977.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4083812.0000,6480918.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6332087.0000,6278.0000,2703.0000,11112.0000,2561708.0000,82076.0000,1082839.0000,2628.0000,778227.0000,1434801.0000,780263.0000,12133.0000,18892.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6621.0000,17.0000,28878.0000,65736.0000,4048.0000,152672355.0000,803853.0000,285145.0000,4689924.0000,,238.0000,3.0000,924472.0000,,7567603.0000,4108.0000,1153.0000,15.0000,15545257.0000,1.0000,8455099.0000,61060.0000,1583946.0000,39.0000,442174.0000,51053.0000,256470357.0000,107096.0000,39.0000,33.0000,1454231.0000,47817.0000,3982163.0000,5839.0000,1861.0000,8098021.0000,3781747.0000,2633.0000,204071.0000,,68972432.0000,437857.0000,1815.0000,246.0000,9629879.0000,3327427.0000,364537.0000,79.0000,2165.0000,,,218057.0000,273658894.0000,426852.0000,5977.0000,48603.0000,1292.0000,91848.0000,61307585.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40144.0000,2889.0000,135.0000,12110.0000,85236.0000,141681.0000,438558.0000,91.0000,14441.0000,12358414.0000,87.0000,5438.0000,1.0000,2578.0000,172.0000,,1749.0000,346.0000,679120.0000,1909497.0000,19830.0000,12434307.0000,894548.0000
1505704560,16745.0000,403.0000,5827939.0000,50876.0000,989141.0000,9666.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207410746.0000,380969.0000,480171061.0000,73983.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4084455.0000,6481446.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6332930.0000,6280.0000,2703.0000,11116.0000,2561732.0000,82087.0000,1082925.0000,2628.0000,778227.0000,1434802.0000,780263.0000,12133.0000,18893.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6622.0000,17.0000,28880.0000,65743.0000,4048.0000,152682346.0000,803853.0000,285190.0000,4690203.0000,,238.0000,3.0000,924472.0000,,7568205.0000,4108.0000,1153.0000,15.0000,15545312.0000,1.0000,8455099.0000,61067.0000,1584027.0000,39.0000,442242.0000,51069.0000,256471111.0000,107096.0000,39.0000,33.0000,1454437.0000,47824.0000,3982405.0000,5839.0000,1861.0000,8099200.0000,3781751.0000,2633.0000,204078.0000,,68973396.0000,437924.0000,1816.0000,246.0000,9629880.0000,3327631.0000,364546.0000,79.0000,2165.0000,,,218057.0000,273703938.0000,426934.0000,5977.0000,48603.0000,1292.0000,91862.0000,61307919.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40146.0000,2889.0000,135.0000,12110.0000,85242.0000,141704.0000,438558.0000,91.0000,14441.0000,12360418.0000,87.0000,5438.0000,1.0000,2579.0000,172.0000,,1749.0000,346.0000,679222.0000,1909742.0000,19833.0000,12435345.0000,894684.0000
1505704620,16748.0000,403.0000,5827964.0000,50885.0000,989141.0000,9667.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207445799.0000,380978.0000,480172277.0000,73986.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4085091.0000,6484699.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6333755.0000,6282.0000,2703.0000,11120.0000,2563389.0000,82099.0000,1082977.0000,2628.0000,778227.0000,1434803.0000,780263.0000,12133.0000,18894.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6623.0000,17.0000,28882.0000,65753.0000,4048.0000,152692332.0000,803853.0000,285235.0000,4690474.0000,,238.0000,3.0000,924472.0000,,7568802.0000,4110.0000,1153.0000,15.0000,15545357.0000,1.0000,8455099.0000,61074.0000,1584097.0000,39.0000,442309.0000,51085.0000,256471850.0000,107096.0000,39.0000,33.0000,1454640.0000,47831.0000,3982647.0000,5839.0000,1861.0000,8100480.0000,3781755.0000,2633.0000,204084.0000,,68974357.0000,437992.0000,1817.0000,246.0000,9629882.0000,3327833.0000,364555.0000,79.0000,2165.0000,,,218057.0000,273756217.0000,427015.0000,5977.0000,48603.0000,1292.0000,91878.0000,61308251.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40153.0000,2889.0000,135.0000,12110.0000,85248.0000,141726.0000,438558.0000,91.0000,14441.0000,12362555.0000,87.0000,5438.0000,1.0000,2579.0000,172.0000,,1750.0000,346.0000,679323.0000,1909992.0000,19839.0000,12436460.0000,894819.0000
1505704680,16751.0000,403.0000,5827989.0000,50891.0000,989141.0000,9668.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207478230.0000,380988.0000,480173463.0000,73989.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4085720.0000,6485730.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6334584.0000,6283.0000,2703.0000,11122.0000,2563647.0000,82111.0000,1083029.0000,2628.0000,778227.0000,1434804.0000,780263.0000,12133.0000,18895.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6624.0000,17.0000,28884.0000,65760.0000,4048.0000,152702295.0000,803853.0000,285280.0000,4690741.0000,,238.0000,3.0000,924472.0000,,7569402.0000,4110.0000,1153.0000,15.0000,15545412.0000,1.0000,8455099.0000,61081.0000,1584171.0000,39.0000,442377.0000,51093.0000,256472563.0000,107096.0000,39.0000,33.0000,1454845.0000,47838.0000,3982889.0000,5839.0000,1861.0000,8101552.0000,3781759.0000,2633.0000,204088.0000,,68975321.0000,438052.0000,1817.0000,246.0000,9629883.0000,3328037.0000,364564.0000,79.0000,2165.0000,,,218057.0000,273805492.0000,427094.0000,5977.0000,48603.0000,1292.0000,91889.0000,61308583.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40155.0000,2889.0000,135.0000,12110.0000,85251.0000,141748.0000,438558.0000,91.0000,14441.0000,12364661.0000,87.0000,5438.0000,1.0000,2579.0000,172.0000,,1750.0000,346.0000,679425.0000,1910236.0000,19842.0000,12437340.0000,894955.0000
1505704740,16754.0000,403.0000,5828014.0000,50899.0000,989141.0000,9669.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207511255.0000,380996.0000,480174640.0000,73992.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4086351.0000,6486163.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6335413.0000,6284.0000,2703.0000,11123.0000,2563695.0000,82123.0000,1083081.0000,2628.0000,778227.0000,1434805.0000,780263.0000,12133.0000,18896.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6625.0000,17.0000,28886.0000,65770.0000,4048.0000,152712270.0000,803853.0000,285325.0000,4691005.0000,,238.0000,3.0000,924472.0000,,7570002.0000,4110.0000,1153.0000,15.0000,15545456.0000,1.0000,8455099.0000,61088.0000,1584243.0000,39.0000,442444.0000,51101.0000,256473264.0000,107096.0000,39.0000,33.0000,1455050.0000,47845.0000,3983130.0000,5839.0000,1861.0000,8102938.0000,3781763.0000,2633.0000,204089.0000,,68976283.0000,438110.0000,1817.0000,246.0000,9629884.0000,3328241.0000,364573.0000,79.0000,2165.0000,,,218057.0000,273848792.0000,427170.0000,5977.0000,48603.0000,1292.0000,91900.0000,61308915.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40162.0000,2889.0000,135.0000,12110.0000,85257.0000,141770.0000,438558.0000,91.0000,14441.0000,12366577.0000,87.0000,5438.0000,1.0000,2579.0000,172.0000,,1750.0000,346.0000,679527.0000,1910480.0000,19845.0000,12438227.0000,895091.0000
1505704800,16758.0000,403.0000,5828039.0000,50903.0000,989141.0000,9670.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207543511.0000,381006.0000,480175824.0000,73995.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4086987.0000,6486351.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6336243.0000,6286.0000,2703.0000,11125.0000,2563743.0000,82135.0000,1083135.0000,2628.0000,778227.0000,1434806.0000,780263.0000,12133.0000,18897.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6626.0000,17.0000,28888.0000,65777.0000,4048.0000,152722253.0000,803853.0000,285370.0000,4691270.0000,,238.0000,3.0000,924472.0000,,7570599.0000,4112.0000,1153.0000,15.0000,15545509.0000,1.0000,8455099.0000,61095.0000,1584316.0000,39.0000,442512.0000,51117.0000,256473967.0000,107096.0000,39.0000,33.0000,1455256.0000,47852.0000,3983372.0000,5839.0000,1861.0000,8104041.0000,3781767.0000,2633.0000,204091.0000,,68977244.0000,438167.0000,1817.0000,246.0000,9629886.0000,3328445.0000,364582.0000,79.0000,2165.0000,,,218057.0000,273894567.0000,427247.0000,5977.0000,48603.0000,1292.0000,91909.0000,61309246.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40164.0000,2889.0000,135.0000,12110.0000,85260.0000,141793.0000,438558.0000,91.0000,14441.0000,12368421.0000,87.0000,5438.0000,1.0000,2579.0000,172.0000,,1750.0000,346.0000,679629.0000,1910730.0000,19851.0000,12439163.0000,895227.0000
1505704860,16762.0000,403.0000,5828064.0000,50917.0000,989141.0000,9671.0000,2888940.0000,,,120517.0000,117.0000,10.0000,2539.0000,178.0000,2558.0000,207575607.0000,381014.0000,480177015.0000,73999.0000,4298.0000,1066931.0000,4.0000,466.0000,16.0000,4087621.0000,6486655.0000,16.0000,999449.0000,7022.0000,52786.0000,64891.0000,199.0000,17.0000,15.0000,6337080.0000,6286.0000,2703.0000,11126.0000,2563791.0000,82147.0000,1083217.0000,2628.0000,778227.0000,1434807.0000,780263.0000,12133.0000,18898.0000,55.0000,24193.0000,468712.0000,468650.0000,2104.0000,54.0000,54.0000,296000.0000,6627.0000,17.0000,28890.0000,65787.0000,4048.0000,152732223.0000,803853.0000,285415.0000,4691541.0000,,238.0000,3.0000,924472.0000,,7571199.0000,4112.0000,1153.0000,15.0000,15545557.0000,1.0000,8455099.0000,61102.0000,1584395.0000,39.0000,442579.0000,51117.0000,256474676.0000,107096.0000,39.0000,33.0000,1455461.0000,47859.0000,3983614.0000,5839.0000,1861.0000,8105370.0000,3781771.0000,2633.0000,204092.0000,,68978208.0000,438224.0000,1817.0000,246.0000,9629887.0000,3328649.0000,364589.0000,79.0000,2165.0000,,,218057.0000,273940905.0000,427323.0000,5977.0000,48603.0000,1292.0000,91920.0000,61309578.0000,238865.0000,212157.0000,12.0000,12.0000,2889.0000,7154.0000,52.0000,328.0000,10.0000,4489.0000,4691.0000,3.0000,5581.0000,226451.0000,40171.0000,2889.0000,135.0000,12110.0000,85267.0000,141815.0000,438558.0000,91.0000,14441.0000,12370217.0000,87.0000,5438.0000,1.0000,2579.0000,172.0000,,1750.0000,346.0000,679731.0000,1910965.0000,19854.0000,12440033.0000,895362.0000
